languages_used,index_numbers,mixed_clip_filename,transcripts,utterance_ids,total_duration
"hi, ne-NP, ne-NP, hi, hi","643, 31, 116, 3265, 3905",mixed_clip_956.wav,ऑस्कर विजेता सैंड्रा बुलक को नए साथी की तलाश | तँ र बिक्रम बौद्द गएको थियौ हैन? | घाँटी हेरी हाड निल्नु । | Flipkart बिग शॉपिंग डे सेल: इन स्मार्टफोन्स पर भारी छूट | मुझे जगे रहने के लिए शायद और कॉफ़ी पीनी पड़ेगी।,"0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3, 9f8a47cee5574b287a8f93f5498d81115cf1dfbd718ead4f2265e4400f7de0f017a58a2c8c1245e0d3ceeccffa5b110322c4f784aa8a9785e3219557cb44395e, 9f8a47cee5574b287a8f93f5498d81115cf1dfbd718ead4f2265e4400f7de0f017a58a2c8c1245e0d3ceeccffa5b110322c4f784aa8a9785e3219557cb44395e, 3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a, 3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a",20.916
"ne-NP, hi, hi, hi, ne-NP","74, 3205, 3981, 2521, 90",mixed_clip_957.wav,"यो समुहको फुर्सदिलो सदस्य के मै हो? | यूपीः मेरठ में अपहरण के बाद महामंडलेश्वर की हत्या | संघ हमारे नेतृत्व का हिस्सा नहीं है: टीम अन्ना | टॉम अच्छा है, है ना? | मेरो पनि त्यहि टिम को समर्थन छ ।","9f8a47cee5574b287a8f93f5498d81115cf1dfbd718ead4f2265e4400f7de0f017a58a2c8c1245e0d3ceeccffa5b110322c4f784aa8a9785e3219557cb44395e, 3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a, 3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a, 3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a, 9f8a47cee5574b287a8f93f5498d81115cf1dfbd718ead4f2265e4400f7de0f017a58a2c8c1245e0d3ceeccffa5b110322c4f784aa8a9785e3219557cb44395e",18.036
"hi, hi, ne-NP, hi, hi","3846, 801, 118, 4105, 491",mixed_clip_958.wav,"वह मेगुरो में एक कंपनी चलाता है। | बाल ठाकरे का महाराष्ट्र सरकार व लालू पर हमला | लालुपाते लहलह, मनमा फुलाइदेऊ । | राफेल डील पर राहुल का हमला- पीएम चौकीदार नहीं भागीदार | वह अभी एक उपन्यास पढ़ रहा है।","3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a, 0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3, 9f8a47cee5574b287a8f93f5498d81115cf1dfbd718ead4f2265e4400f7de0f017a58a2c8c1245e0d3ceeccffa5b110322c4f784aa8a9785e3219557cb44395e, 3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a, 0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3",21.491999999999997
"hi, hi, hi, hi","2019, 3300, 1510, 1748",mixed_clip_959.wav,"राजस्थान: पकड़े गए 'कोख के कातिल', दलाल डॉक्टर समेत तीन अरेस्ट | जो ढूँढता है, उसीको मिलता है। | दिल्ली पुलिस मुख्यालय के सामने पत्रकारों का प्रदर्शन, जानबूझकर निशाना बनाने का आरोप | अमिताभ-कंगना को मिला नेशनल अवॉर्ड, मनोज कुमार ने राष्ट्रपति को दिया ये तोहफा","d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc, 3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a, d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc, d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc",22.14
"hi, hi, hi, hi, hi, hi","602, 476, 4084, 3839, 3042, 1960",mixed_clip_960.wav,वह तो ऐसे बात करती है जैसे उसे सब कुछ पता हो। | पर वे कल यहाँ आएँगे। | चपरासी की बेटी बनी आईएएस | तुम बिजली से खाना पकाती हो या गैस से? | मुझे कोई मिला। | टेस्ट क्रिकेट में अप्रत्याशित की भी अपेक्षा करें: तेंदुलकर,"0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3, 0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3, 3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a, 3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a, 3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a, d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc",21.06
"hi, hi, hi, hi","1405, 1032, 834, 2487",mixed_clip_961.wav,वैजंतीमाला ने लौटा दिया था बेस्ट सपोर्टिंग एक्ट्रेस का अवॉर्ड | जेहादी ने माना- भारत में अच्छी है मुसलमानों की हालत | जुड़वा बहनों का स्कूल टीचर ने थामा हाथ | चीन से लगी सीमा पर अप्रिय हालात: एंटनी,"d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc, d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc, 0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3, 3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a",20.448
"hi, hi, hi, hi, hi","765, 3873, 922, 1192, 3134",mixed_clip_962.wav,"आपको मैं दिखाई देता हूँ। | तुम्हारे गुलाब खिल गए हैं क्या? | कश्मीर जाने से घबरा रहे पंजाब के सेब व्यापारी, हो रहा दोहरा नुकसान | टीम के प्रदर्शन में निरंतरता चाहते हैं अफरीदी | गृह मंत्रालय की रिपोर्ट में स्पेन की सीमा को बता दिया भारत-पाक बॉर्डर","0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3, 3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a, 0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3, d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc, 3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a",21.528
"hi, hi, ne-NP, hi, hi, hi","2302, 1892, 191, 3000, 2586, 576",mixed_clip_963.wav,उसने मुझसे कहा कि उसे कुत्ता पालने का मन था। | ...तो गिनीज बुक में दर्ज होगी प्रयागराज की ये पेंटिंग! | उनीहरूले विरोध गर्न पाउनुपर्ने तर्क राखे । | उसकी राष्ट्रीयता क्या है? | मैं अविवाहित हूँ। | महंगाई के विरोध में कांग्रेसियों ने बंधवाई प्याज की राखी,"d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc, d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc, 0142a5d130e7fb1d6435cf711c230cda2631aac457b40578f78ce5379713dfeca4a804e61706697ffa10adf0667f4d17ae2acc739859b1b338332fc346a080d5, 3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a, 3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a, 0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3",23.148000000000003
"ne-NP, hi, hi, hi, hi","161, 2518, 665, 3177, 1668",mixed_clip_964.wav,"पानी जहाज बाग्मतिमा चलाए मात्र सम्भब छ । | तुम्हारे पास दो फूल हैं। | खिड़की के पास खड़ा वह तुम्हारा प्रबंधक है क्या? | वह आठ साल का था जब उसने अपने माता-पिता को छोड़ दिया। | काला हिरण केस पर पहली बार बोले सलमान, 'क्या सोचा हमेशा अंदर रहूंगा?'","9f8a47cee5574b287a8f93f5498d81115cf1dfbd718ead4f2265e4400f7de0f017a58a2c8c1245e0d3ceeccffa5b110322c4f784aa8a9785e3219557cb44395e, 3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a, 0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3, 3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a, d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc",21.852000000000004
"ne-NP, hi, hi, hi","84, 814, 2867, 361",mixed_clip_965.wav,"नारायण गोपालको गीत बजाउन है । | जिसके खिलाफ केस किया उसने लिखी चिट्ठी- तुम्हारी मदद करने की कोशिश में कपिल | कच्चे तेल के भाव में नरमी बरकरार, पेट्रोल-डीजल की ये है कीमत | तुम्हारे जैसे लोग कभी भी खुश नहीं होते।","9f8a47cee5574b287a8f93f5498d81115cf1dfbd718ead4f2265e4400f7de0f017a58a2c8c1245e0d3ceeccffa5b110322c4f784aa8a9785e3219557cb44395e, 0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3, 3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a, 0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3",20.232
"hi, hi, hi, hi, hi","1864, 493, 2935, 2524, 3054",mixed_clip_966.wav,"स्वास्थ्य: सेहत की दौड़ में अव्वल | क़तील शिफ़ाई: दर्द-प्यार के शायर, दिल टूटता और बन जाती गज़ल | इस कीमत में टैक्स शामिल है। | अरे, टॉम कहाँ है? | किसी दिन समझ जाओगे।","d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc, 0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3, 3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a, 3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a, 3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a",19.043999999999997
"hi, hi, hi, hi","2268, 1204, 4260, 3957",mixed_clip_967.wav,सहारनपुर बना सियासी दांवपेच की प्रयोगशाला | पाकिस्तानी आर्मी कोर्ट ने नौ आतंकियों को सुनाई फांसी की सजा | शशांक मनोहर होंगे अगले बीसीसीआई अध्यक्ष: अनुराग ठाकुर | ऑपरेशन अंडरग्राउंड: नार्थ कोरिया की जमीन के नीचे दफ्न है बड़ा राज!,"d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc, d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc, 3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a, 3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a",19.223999999999997
"hi, hi, hi, hi","2215, 3180, 650, 1948",mixed_clip_968.wav,"ग्रेटर नोएडा: पुलिस एनकाउंटर में डॉन छोटा शकील का शूटर गिरफ्तार | उत्तराखंड: मुस्लिम छात्रों के वजीफे पर सरकार एक्टिव, बिलाल-उर रहमान को बड़ी जिम्मेदारी | मैं जल्द लौटूंगी। | अमिताभ बच्चन के खिलाफ अंधविश्वास को बढ़ावा देने की शिकायत","d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc, 3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a, 0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3, d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc",20.7
"hi, hi, hi, hi","2475, 2778, 110, 334",mixed_clip_969.wav,"उत्तराखंड: पानी की तलाश में जंगल पहुंचा था हाथी, करंट लगने से हुई मौत | मैं स्टेशन के लिए निकलने वाला हूँ। | अर्जुन ने एंडरसन पर निर्णय लिया, राजीव की कोई भूमिका नहीं: अरूण नेहरू | ट्रिपल तलाक के बाद शौहर को जेल तो क्या सरकार देगी गुजारा भत्ता?","3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a, 3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a, 0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3, 0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3",23.328000000000003
